customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-05441,Male,0,No,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),69.14,2611.79,No
CUST-05442,Male,0,No,No,24,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,77.68,1779.19,No
CUST-05443,Male,0,Yes,No,3,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),34.21,144.85,No
CUST-05444,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),21.25,1282.58,No
CUST-05445,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.55,3710.14,No
CUST-05446,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),49.89,1241.98,No
CUST-05447,Male,1,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,41.03,2300.26,No
CUST-05448,Female,0,No,No,59,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,70.11,4076.22,No
CUST-05449,Female,1,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,79.52,5566.73,No
CUST-05450,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,115.32,3643.69,No
CUST-05451,Female,0,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Electronic check,18.25,68.43,No
CUST-05452,Male,0,Yes,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,69.55,2424.65,No
CUST-05453,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,66.73,2134.12,Yes
CUST-05454,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,50.38,746.9,No
CUST-05455,Female,0,No,No,43,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,97.22,4146.41,No
CUST-05456,Female,1,Yes,No,30,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),80.36,2445.04,No
CUST-05457,Female,0,No,Yes,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),79.24,5056.35,No
CUST-05458,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,58.55,281.7,Yes
CUST-05459,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.18,5679.0,No
CUST-05460,Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,33.25,1469.14,No
CUST-05461,Male,0,No,Yes,17,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,111.22,1895.97,No
CUST-05462,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),58.43,1479.08,No
CUST-05463,Male,0,No,No,62,No,No phone service,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),59.13,3711.43,No
CUST-05464,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),124.15,3345.34,No
CUST-05465,Female,0,No,No,48,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),122.64,5887.24,Yes
CUST-05466,Male,1,No,No,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,91.25,3388.23,No
CUST-05467,Female,0,No,Yes,65,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,79.6,5251.74,No
CUST-05468,Female,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.38,3066.65,No
CUST-05469,Male,1,Yes,No,61,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Mailed check,98.03,5982.05,No
CUST-05470,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,85.73,5706.21,No
CUST-05471,Male,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,90.05,889.08,Yes
CUST-05472,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),51.39,3177.43,No
CUST-05473,Male,0,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),74.98,5242.94,No
CUST-05474,Female,1,No,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),77.85,244.2,Yes
CUST-05475,Female,0,Yes,No,33,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,46.0,1505.53,No
CUST-05476,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,72.52,1358.6,Yes
CUST-05477,Female,1,No,Yes,71,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),113.75,8071.36,No
CUST-05478,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),97.33,2488.75,Yes
CUST-05479,Female,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),81.25,1096.99,Yes
CUST-05480,Male,0,No,No,7,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.21,416.74,No
CUST-05481,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,69.48,4026.39,No
CUST-05482,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.8,472.45,No
CUST-05483,Female,0,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.64,1553.89,No
CUST-05484,Male,0,No,No,40,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,103.04,4183.24,No
CUST-05485,Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),68.93,216.97,No
CUST-05486,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.0,1464.48,Yes
CUST-05487,Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.75,5106.14,No
CUST-05488,Male,0,No,No,33,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),102.21,3425.99,Yes
CUST-05489,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,125.0,2712.68,No
CUST-05490,Female,0,Yes,Yes,63,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),121.75,7733.26,No
CUST-05491,Female,1,No,No,6,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,109.85,688.58,Yes
CUST-05492,Male,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,125.0,,Yes
CUST-05493,Female,1,No,Yes,62,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.22,3316.42,No
CUST-05494,Female,1,No,No,55,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,54.78,3028.38,No
CUST-05495,Male,0,Yes,No,32,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),74.69,2364.01,No
CUST-05496,Female,0,No,No,71,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,103.81,7344.03,No
CUST-05497,Male,0,Yes,Yes,42,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.4,2972.22,No
CUST-05498,Female,0,No,No,54,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,74.21,3982.09,No
CUST-05499,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,98.89,7046.55,No
CUST-05500,Female,1,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),64.85,2450.35,No
CUST-05501,Male,1,No,Yes,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,56.29,1919.98,No
CUST-05502,Female,0,Yes,Yes,48,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),100.61,4784.65,No
CUST-05503,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.26,457.72,Yes
CUST-05504,Male,0,Yes,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,57.16,1764.47,No
CUST-05505,Male,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,72.02,3625.94,No
CUST-05506,Male,0,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,88.55,2456.45,No
CUST-05507,Female,0,Yes,Yes,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,61.81,3295.1,No
CUST-05508,Female,0,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,39.39,1182.0,No
CUST-05509,Male,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,32.79,490.63,Yes
CUST-05510,Male,1,No,Yes,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,36.52,438.63,Yes
CUST-05511,Female,0,No,No,40,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),46.12,1767.57,No
CUST-05512,Male,1,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.47,1116.55,Yes
CUST-05513,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,72.2,1919.8,No
CUST-05514,Male,0,Yes,No,38,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,91.45,3473.04,Yes
CUST-05515,Male,1,Yes,Yes,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,86.49,342.15,No
CUST-05516,Male,0,Yes,No,31,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Mailed check,68.79,2174.04,No
CUST-05517,Male,0,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,78.68,1762.51,Yes
CUST-05518,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,92.44,2075.57,No
CUST-05519,Male,0,No,No,66,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,51.71,3367.38,No
CUST-05520,Male,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.6,6786.71,No
CUST-05521,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Mailed check,95.86,2139.4,No
CUST-05522,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,115.59,7335.99,No
CUST-05523,Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),33.25,594.68,No
CUST-05524,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,91.25,2252.78,No
CUST-05525,Male,0,Yes,No,68,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,96.95,6526.36,Yes
CUST-05526,Female,0,Yes,No,8,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),48.66,383.77,No
CUST-05527,Male,1,No,No,28,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,57.36,1597.59,No
CUST-05528,Female,0,Yes,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,59.87,3503.6,No
CUST-05529,Female,0,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.12,5031.86,No
CUST-05530,Female,0,No,Yes,69,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,103.71,7203.57,No
CUST-05531,Male,1,Yes,Yes,64,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,54.36,3531.89,No
CUST-05532,Male,0,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,117.36,8186.5,No
CUST-05533,Male,0,Yes,No,34,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),42.13,1420.66,Yes
CUST-05534,Female,1,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,33.25,838.64,No
CUST-05535,Female,0,No,No,28,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,53.25,1489.27,No
CUST-05536,Male,1,No,No,9,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),64.25,620.29,Yes
CUST-05537,Female,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),89.12,934.86,No
CUST-05538,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,83.55,5855.52,No
CUST-05539,Male,1,Yes,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,38.14,555.47,No
CUST-05540,Male,1,No,No,45,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),66.95,3028.42,No
CUST-05541,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),73.52,1267.0,Yes
CUST-05542,Female,0,Yes,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,111.97,5387.82,Yes
CUST-05543,Female,0,No,Yes,34,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,54.82,1876.31,No
CUST-05544,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),82.83,741.66,No
CUST-05545,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.58,2461.88,Yes
CUST-05546,Male,0,No,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,123.23,6509.06,Yes
CUST-05547,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,87.92,5079.85,No
CUST-05548,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,38.08,786.77,Yes
CUST-05549,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),121.75,2733.97,No
CUST-05550,Male,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),79.3,4154.15,No
CUST-05551,Male,0,Yes,Yes,31,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,124.65,3931.0,No
CUST-05552,Female,0,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),84.03,512.01,No
CUST-05553,Male,0,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),71.79,548.62,No
CUST-05554,Male,0,No,No,27,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,79.17,2195.71,Yes
CUST-05555,Male,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,18.25,400.5,No
CUST-05556,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),50.04,433.55,Yes
CUST-05557,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,95.93,5476.36,Yes
CUST-05558,Female,0,Yes,Yes,34,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,125.0,4290.87,No
CUST-05559,Male,0,Yes,No,51,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),40.78,2132.06,No
CUST-05560,Female,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),92.47,85.67,Yes
CUST-05561,Female,0,No,Yes,29,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,103.5,3061.99,No
CUST-05562,Female,0,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.89,3487.75,No
CUST-05563,Male,0,Yes,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),57.49,2468.25,No
CUST-05564,Female,0,Yes,No,70,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Electronic check,78.35,5412.88,No
CUST-05565,Female,0,Yes,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.25,791.11,No
CUST-05566,Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),125.0,4421.2,No
CUST-05567,Female,0,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,121.75,7878.05,No
CUST-05568,Female,0,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,79.1,2339.9,No
CUST-05569,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.0,2353.43,No
CUST-05570,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.84,1169.95,Yes
CUST-05571,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,117.98,6081.42,No
CUST-05572,Male,0,No,No,2,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.01,142.13,Yes
CUST-05573,Female,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,48.5,762.87,No
CUST-05574,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),87.51,2642.68,Yes
CUST-05575,Male,0,No,No,32,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,80.38,2623.11,Yes
CUST-05576,Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,78.23,231.57,No
CUST-05577,Male,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,94.33,3627.64,No
CUST-05578,Male,1,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,49.08,3432.88,No
CUST-05579,Female,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,50.6,404.39,No
CUST-05580,Female,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),33.25,1219.0,No
CUST-05581,Male,0,Yes,No,43,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,63.12,2708.64,No
CUST-05582,Male,0,Yes,No,24,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),71.76,1687.64,Yes
CUST-05583,Male,0,Yes,No,42,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),56.71,2372.05,No
CUST-05584,Female,0,Yes,No,25,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),97.22,2524.99,No
CUST-05585,Female,0,Yes,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),125.0,1515.33,Yes
CUST-05586,Male,0,Yes,No,61,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,35.33,2111.45,Yes
CUST-05587,Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,119.61,8657.06,No
CUST-05588,Male,0,Yes,Yes,28,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,51.57,1548.98,No
CUST-05589,Male,1,No,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,78.18,571.05,Yes
CUST-05590,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),66.62,796.76,Yes
CUST-05591,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,60.91,3892.53,No
CUST-05592,Male,0,Yes,Yes,64,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,119.77,7660.95,No
CUST-05593,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),58.02,2033.22,No
CUST-05594,Male,1,No,No,63,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),114.41,7221.05,No
CUST-05595,Male,0,No,Yes,17,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),90.33,1441.64,Yes
CUST-05596,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,97.73,2860.05,Yes
CUST-05597,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,46.29,337.01,Yes
CUST-05598,Male,1,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,125.0,5003.91,Yes
CUST-05599,Male,0,Yes,No,51,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),85.65,4438.32,No
CUST-05600,Male,1,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,43.59,3009.23,No
CUST-05601,Female,1,Yes,No,55,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,64.75,3531.44,No
CUST-05602,Male,0,No,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.31,3103.35,No
CUST-05603,Female,1,No,No,49,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,69.54,3382.94,No
CUST-05604,Female,1,Yes,No,46,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.78,4275.5,No
CUST-05605,Male,0,No,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),62.0,1909.49,No
CUST-05606,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,53.37,2018.3,No
CUST-05607,Female,0,Yes,No,13,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),33.14,452.34,No
CUST-05608,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,75.27,152.81,Yes
CUST-05609,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,33.25,1901.66,No
CUST-05610,Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,118.75,4291.01,No
CUST-05611,Female,0,No,No,63,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),73.88,4637.32,No
CUST-05612,Female,0,No,No,9,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,94.26,901.16,No
CUST-05613,Male,0,No,Yes,29,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.8,2198.42,Yes
CUST-05614,Female,0,Yes,No,19,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,125.0,2447.4,No
CUST-05615,Male,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),60.99,3662.67,No
CUST-05616,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),121.75,3455.4,No
CUST-05617,Male,0,No,Yes,46,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),73.72,3478.56,No
CUST-05618,Female,0,Yes,Yes,7,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,25.63,257.21,No
CUST-05619,Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,60.07,2190.47,No
